,uid,scenario,physical,document,witness,character
5510,AO2XF7FZ9TKTB,29,none,clear_in,none,clear_in
5511,AO2XF7FZ9TKTB,7,none,clear_in,none,none
5512,AO2XF7FZ9TKTB,20,clear_in,none,none,none
5513,AO2XF7FZ9TKTB,9,clear_in,clear_in,none,clear_in
5514,AO2XF7FZ9TKTB,26,none,clear_in,clear_in,none
5515,AO2XF7FZ9TKTB,11,none,none,clear_in,none
5516,AO2XF7FZ9TKTB,4,clear_in,clear_in,none,clear_in
5517,AO2XF7FZ9TKTB,2,none,none,clear_in,clear_in
5518,A2UNX0YQHOQ9WZ,22,clear_in,clear_in,ambiguous,clear_ex
5519,A2UNX0YQHOQ9WZ,8,none,ambiguous,none,clear_in
5520,A2UNX0YQHOQ9WZ,25,none,clear_in,clear_ex,none
5521,A2UNX0YQHOQ9WZ,18,ambiguous,clear_ex,none,clear_ex
5522,A2UNX0YQHOQ9WZ,23,ambiguous,none,clear_ex,none
5523,A2UNX0YQHOQ9WZ,14,none,ambiguous,ambiguous,none
5524,A2UNX0YQHOQ9WZ,13,ambiguous,clear_ex,clear_ex,clear_in
5525,A2UNX0YQHOQ9WZ,11,clear_ex,clear_in,none,clear_in
5526,A2UNX0YQHOQ9WZ,29,clear_ex,ambiguous,clear_ex,none
5527,A2UNX0YQHOQ9WZ,1,ambiguous,clear_in,none,none
5528,A2UNX0YQHOQ9WZ,9,none,ambiguous,ambiguous,clear_ex
5529,A2UNX0YQHOQ9WZ,24,clear_in,none,none,none
5530,A2UNX0YQHOQ9WZ,7,clear_in,none,clear_in,none
5531,A2UNX0YQHOQ9WZ,31,ambiguous,clear_in,clear_ex,clear_ex
5532,A2UNX0YQHOQ9WZ,12,ambiguous,clear_ex,none,none
5533,A2UNX0YQHOQ9WZ,5,clear_ex,ambiguous,clear_in,clear_in
5534,A2UNX0YQHOQ9WZ,28,none,none,ambiguous,clear_in
5535,A2UNX0YQHOQ9WZ,20,ambiguous,clear_in,clear_in,none
5536,A2UNX0YQHOQ9WZ,2,clear_ex,clear_in,ambiguous,clear_ex
5537,A2UNX0YQHOQ9WZ,17,clear_ex,ambiguous,clear_in,none
5538,A2UNX0YQHOQ9WZ,10,none,clear_in,none,clear_ex
5539,A2UNX0YQHOQ9WZ,21,clear_in,clear_ex,ambiguous,clear_in
5540,A2UNX0YQHOQ9WZ,27,clear_ex,none,ambiguous,clear_ex
5541,A2UNX0YQHOQ9WZ,26,none,clear_in,clear_ex,clear_ex
5542,A2UNX0YQHOQ9WZ,30,none,none,clear_in,clear_ex
5543,A2UNX0YQHOQ9WZ,4,clear_in,none,clear_in,clear_in
5544,A2UNX0YQHOQ9WZ,6,ambiguous,clear_ex,clear_in,clear_ex
5545,A2UNX0YQHOQ9WZ,15,ambiguous,clear_in,clear_in,clear_in
5546,A2UNX0YQHOQ9WZ,3,clear_in,none,none,clear_in
5547,A2UNX0YQHOQ9WZ,16,ambiguous,clear_in,ambiguous,none
5548,A2UNX0YQHOQ9WZ,19,clear_in,clear_ex,clear_in,none
5549,A2P7GFS8Q54EB2,4,clear_in,none,clear_in,none
5550,A2P7GFS8Q54EB2,26,clear_in,none,ambiguous,clear_ex
5551,A2P7GFS8Q54EB2,16,none,none,clear_in,clear_in
5552,A2P7GFS8Q54EB2,6,ambiguous,clear_in,none,none
5553,A2P7GFS8Q54EB2,13,clear_in,none,none,none
5554,A2P7GFS8Q54EB2,12,ambiguous,clear_in,ambiguous,clear_ex
5555,A2P7GFS8Q54EB2,11,clear_in,clear_in,none,none
5556,A2P7GFS8Q54EB2,21,clear_ex,clear_ex,clear_in,clear_in
5557,A2P7GFS8Q54EB2,24,none,ambiguous,clear_in,clear_in
5558,A2P7GFS8Q54EB2,23,clear_in,clear_in,none,clear_ex
5559,A2P7GFS8Q54EB2,9,ambiguous,clear_ex,clear_in,none
5560,A2P7GFS8Q54EB2,3,none,clear_in,ambiguous,clear_in
5561,A2P7GFS8Q54EB2,2,clear_in,clear_in,clear_in,clear_in
5562,A2P7GFS8Q54EB2,29,ambiguous,none,clear_in,none
5563,A2P7GFS8Q54EB2,19,clear_ex,clear_in,ambiguous,none
5564,A2P7GFS8Q54EB2,22,none,clear_in,clear_ex,clear_in
5565,A2P7GFS8Q54EB2,8,ambiguous,clear_in,clear_in,clear_in
5566,A2P7GFS8Q54EB2,14,ambiguous,none,clear_in,clear_in
5567,A2P7GFS8Q54EB2,17,clear_in,ambiguous,none,clear_ex
5568,A2P7GFS8Q54EB2,28,clear_in,clear_in,clear_in,clear_ex
5569,A2P7GFS8Q54EB2,1,clear_ex,clear_in,none,clear_in
5570,A2P7GFS8Q54EB2,10,none,clear_ex,clear_in,clear_in
5571,A2P7GFS8Q54EB2,27,clear_in,none,ambiguous,none
5572,A2P7GFS8Q54EB2,31,clear_in,ambiguous,clear_ex,clear_ex
5573,A2P7GFS8Q54EB2,18,clear_in,ambiguous,clear_ex,none
5574,A2P7GFS8Q54EB2,5,none,clear_in,ambiguous,none
5575,A2P7GFS8Q54EB2,7,clear_in,none,clear_in,clear_in
5576,A2P7GFS8Q54EB2,15,clear_ex,clear_in,ambiguous,clear_in
5577,A2P7GFS8Q54EB2,30,clear_ex,clear_in,clear_in,clear_ex
5578,A2P7GFS8Q54EB2,25,clear_in,clear_in,clear_ex,none
5579,A2P7GFS8Q54EB2,20,clear_ex,clear_in,clear_in,none
5580,A1W6R9PXWYYSL,8,clear_in,none,none,none
5581,A1W6R9PXWYYSL,23,clear_in,none,none,clear_in
5582,A1W6R9PXWYYSL,25,clear_in,clear_in,none,clear_in
5583,A1W6R9PXWYYSL,3,none,clear_in,none,none
5584,A1W6R9PXWYYSL,6,none,none,clear_in,clear_in
5585,A1W6R9PXWYYSL,31,clear_in,none,clear_in,clear_in
5586,A1W6R9PXWYYSL,19,none,clear_in,none,clear_in
5587,A1W6R9PXWYYSL,20,none,clear_in,clear_in,none
5588,A1W6R9PXWYYSL,10,none,clear_in,clear_in,clear_in
5589,A1W6R9PXWYYSL,1,none,none,clear_in,none
5590,A1W6R9PXWYYSL,12,clear_in,clear_in,clear_in,none
5591,A1W6R9PXWYYSL,14,clear_in,none,clear_in,none
5592,A1W6R9PXWYYSL,18,clear_in,clear_in,none,none
5593,A1W6R9PXWYYSL,28,clear_in,clear_in,clear_in,clear_in
5594,A1W6R9PXWYYSL,26,clear_in,none,clear_in,clear_in
5595,A1W6R9PXWYYSL,7,clear_in,clear_in,none,clear_in
5596,A1W6R9PXWYYSL,11,clear_in,none,none,none
5597,A1W6R9PXWYYSL,13,none,clear_in,clear_in,clear_in
5598,A1W6R9PXWYYSL,9,clear_in,clear_in,none,none
5599,A1W6R9PXWYYSL,30,clear_in,clear_in,clear_in,clear_in
5600,A1W6R9PXWYYSL,5,none,clear_in,none,none
5601,A1W6R9PXWYYSL,17,clear_in,none,none,clear_in
5602,A1W6R9PXWYYSL,4,none,clear_in,none,clear_in
5603,A1W6R9PXWYYSL,2,none,clear_in,clear_in,none
5604,A1W6R9PXWYYSL,24,clear_in,none,clear_in,none
5605,A1W6R9PXWYYSL,15,none,none,clear_in,none
5606,A1W6R9PXWYYSL,16,none,none,clear_in,clear_in
5607,A1W6R9PXWYYSL,21,clear_in,clear_in,clear_in,none
5608,A1W6R9PXWYYSL,22,clear_in,none,none,none
5609,A1W6R9PXWYYSL,29,none,clear_in,none,none
5610,A1W6R9PXWYYSL,27,none,none,clear_in,clear_in
5611,A1WPLIFLNRVL99,15,clear_in,clear_in,clear_in,clear_in
5612,A1WPLIFLNRVL99,30,none,clear_in,none,clear_in
5613,A1WPLIFLNRVL99,6,clear_in,clear_in,none,none
5614,A1WPLIFLNRVL99,22,clear_in,clear_in,clear_in,none
5615,A1WPLIFLNRVL99,12,clear_in,none,clear_in,clear_in
5616,A1WPLIFLNRVL99,28,clear_in,none,none,none
5617,A1WPLIFLNRVL99,11,clear_in,none,clear_in,none
5618,A1WPLIFLNRVL99,26,none,clear_in,clear_in,none
5619,A1WPLIFLNRVL99,31,none,clear_in,none,none
5620,A1WPLIFLNRVL99,27,clear_in,clear_in,none,clear_in
5621,A1WPLIFLNRVL99,9,none,none,clear_in,none
5622,A1WPLIFLNRVL99,20,none,clear_in,clear_in,clear_in
5623,A1WPLIFLNRVL99,25,clear_in,none,none,clear_in
5624,A1WPLIFLNRVL99,18,none,none,clear_in,clear_in
5625,A1WPLIFLNRVL99,4,none,clear_in,none,clear_in
5626,A1WPLIFLNRVL99,7,clear_in,none,clear_in,none
5627,A1WPLIFLNRVL99,19,clear_in,clear_in,clear_in,clear_in
5628,A1WPLIFLNRVL99,3,none,clear_in,clear_in,clear_in
5629,A1WPLIFLNRVL99,29,clear_in,none,clear_in,clear_in
5630,A1WPLIFLNRVL99,8,clear_in,clear_in,none,clear_in
5631,A1WPLIFLNRVL99,16,none,none,clear_in,clear_in
5632,A1WPLIFLNRVL99,1,none,none,clear_in,none
5633,A1WPLIFLNRVL99,2,clear_in,none,none,clear_in
5634,A1WPLIFLNRVL99,13,none,clear_in,clear_in,none
5635,A1WPLIFLNRVL99,21,clear_in,clear_in,clear_in,none
5636,A1WPLIFLNRVL99,23,none,clear_in,none,none
5637,A1WPLIFLNRVL99,10,clear_in,none,none,none
5638,A1WPLIFLNRVL99,24,clear_in,clear_in,none,none
5639,A1WPLIFLNRVL99,14,none,clear_in,clear_in,clear_in
5640,A1WPLIFLNRVL99,5,clear_in,clear_in,clear_in,clear_in
5641,A1WPLIFLNRVL99,17,none,none,clear_in,none
5642,A293TGPOMBEEBQ,12,clear_in,ambiguous,none,none
5643,A293TGPOMBEEBQ,26,none,clear_in,clear_ex,clear_in
5644,A293TGPOMBEEBQ,15,clear_in,clear_ex,none,clear_in
5645,A293TGPOMBEEBQ,9,ambiguous,clear_in,none,clear_in
5646,A293TGPOMBEEBQ,3,clear_in,clear_in,none,clear_in
5647,A293TGPOMBEEBQ,22,none,none,clear_in,clear_in
5648,A293TGPOMBEEBQ,28,clear_ex,clear_in,none,none
5649,A293TGPOMBEEBQ,27,none,ambiguous,clear_in,clear_ex
5650,A293TGPOMBEEBQ,16,clear_ex,none,clear_in,clear_in
5651,A293TGPOMBEEBQ,24,clear_in,clear_ex,ambiguous,clear_ex
5652,A293TGPOMBEEBQ,11,clear_in,ambiguous,clear_in,clear_in
5653,A293TGPOMBEEBQ,1,none,ambiguous,clear_in,none
5654,A293TGPOMBEEBQ,21,ambiguous,ambiguous,clear_in,clear_in
5655,A293TGPOMBEEBQ,8,ambiguous,clear_ex,clear_in,none
5656,A293TGPOMBEEBQ,13,ambiguous,clear_in,clear_in,clear_ex
5657,A293TGPOMBEEBQ,17,ambiguous,ambiguous,clear_in,clear_ex
5658,A293TGPOMBEEBQ,4,ambiguous,none,clear_in,none
5659,A293TGPOMBEEBQ,14,clear_in,ambiguous,none,clear_in
5660,A293TGPOMBEEBQ,6,clear_in,none,clear_in,clear_in
5661,A293TGPOMBEEBQ,30,none,clear_ex,clear_in,clear_in
5662,A293TGPOMBEEBQ,25,clear_ex,clear_in,ambiguous,clear_in
5663,A293TGPOMBEEBQ,5,clear_ex,clear_in,clear_in,none
5664,A293TGPOMBEEBQ,23,none,none,clear_in,clear_ex
5665,A293TGPOMBEEBQ,7,clear_in,none,none,none
5666,A293TGPOMBEEBQ,19,none,none,clear_in,none
5667,A293TGPOMBEEBQ,20,none,clear_in,ambiguous,clear_ex
5668,A293TGPOMBEEBQ,10,clear_in,none,ambiguous,clear_ex
5669,A293TGPOMBEEBQ,29,clear_in,none,clear_in,clear_ex
5670,A293TGPOMBEEBQ,18,clear_in,clear_in,clear_in,clear_in
5671,A293TGPOMBEEBQ,2,none,clear_in,clear_in,none
5672,A293TGPOMBEEBQ,31,clear_in,clear_in,clear_ex,none
5673,A2ZPBM69ETIAPH,18,clear_in,clear_in,clear_in,none
5674,A2ZPBM69ETIAPH,15,none,clear_in,none,none
5675,A2ZPBM69ETIAPH,26,none,none,clear_in,clear_in
5676,A2ZPBM69ETIAPH,22,none,clear_in,clear_in,none
5677,A2ZPBM69ETIAPH,13,clear_in,clear_in,none,none
5678,A2ZPBM69ETIAPH,28,clear_in,none,none,clear_in
5679,A2ZPBM69ETIAPH,6,clear_in,none,clear_in,none
5680,A2ZPBM69ETIAPH,31,clear_in,none,none,none
5681,A2ZPBM69ETIAPH,5,none,clear_in,none,clear_in
5682,A2ZPBM69ETIAPH,11,clear_in,none,clear_in,clear_in
5683,A2ZPBM69ETIAPH,25,none,none,clear_in,none
5684,A2ZPBM69ETIAPH,4,clear_in,clear_in,none,clear_in
5685,A2ZPBM69ETIAPH,19,clear_in,clear_in,clear_in,clear_in
5686,A2ZPBM69ETIAPH,27,none,clear_in,clear_in,clear_in
5687,A2ZPBM69ETIAPH,16,clear_in,clear_in,clear_in,none
5688,A2ZPBM69ETIAPH,9,clear_in,none,clear_in,clear_in
5689,A2ZPBM69ETIAPH,3,none,none,clear_in,clear_in
5690,A2ZPBM69ETIAPH,8,clear_in,none,none,none
5691,A2ZPBM69ETIAPH,30,none,clear_in,clear_in,clear_in
5692,A2ZPBM69ETIAPH,14,clear_in,clear_in,clear_in,clear_in
5693,A2ZPBM69ETIAPH,24,clear_in,none,clear_in,none
5694,A2ZPBM69ETIAPH,17,clear_in,clear_in,none,clear_in
5695,A2ZPBM69ETIAPH,23,none,none,clear_in,none
5696,A2ZPBM69ETIAPH,1,clear_in,clear_in,none,none
5697,A2ZPBM69ETIAPH,7,none,clear_in,none,none
5698,A2ZPBM69ETIAPH,29,none,clear_in,none,clear_in
5699,A2ZPBM69ETIAPH,21,none,clear_in,clear_in,none
5700,A2ZPBM69ETIAPH,10,clear_in,none,none,clear_in
5701,A2ZPBM69ETIAPH,12,clear_in,clear_in,clear_in,clear_in
5702,A2ZPBM69ETIAPH,20,none,none,clear_in,clear_in
5703,A2ZPBM69ETIAPH,2,clear_in,clear_in,none,clear_in
5704,A2LV5SGA8S4V8J,11,clear_ex,none,ambiguous,none
5705,A2LV5SGA8S4V8J,25,clear_ex,clear_ex,clear_ex,none
5706,A2LV5SGA8S4V8J,2,ambiguous,none,clear_ex,none
5707,A2LV5SGA8S4V8J,31,none,clear_in,clear_in,none
5708,A2LV5SGA8S4V8J,24,clear_ex,clear_in,clear_ex,none
5709,A2LV5SGA8S4V8J,6,ambiguous,ambiguous,none,clear_in
5710,A2LV5SGA8S4V8J,19,none,clear_ex,ambiguous,none
5711,A2LV5SGA8S4V8J,29,ambiguous,clear_in,clear_in,clear_in
5712,A2LV5SGA8S4V8J,1,clear_in,clear_in,clear_ex,clear_in
5713,A2LV5SGA8S4V8J,23,clear_ex,clear_in,clear_in,none
5714,A2LV5SGA8S4V8J,28,ambiguous,none,ambiguous,clear_ex
5715,A2LV5SGA8S4V8J,22,ambiguous,clear_in,clear_ex,clear_ex
5716,A2LV5SGA8S4V8J,16,ambiguous,ambiguous,clear_in,clear_in
5717,A2LV5SGA8S4V8J,9,none,none,clear_in,none
5718,A2LV5SGA8S4V8J,13,clear_ex,none,none,none
5719,A2LV5SGA8S4V8J,15,clear_ex,ambiguous,clear_ex,clear_ex
5720,A2LV5SGA8S4V8J,26,ambiguous,ambiguous,clear_in,none
5721,A2LV5SGA8S4V8J,17,clear_ex,clear_ex,clear_ex,clear_ex
5722,A2LV5SGA8S4V8J,7,clear_ex,clear_ex,ambiguous,none
5723,A2LV5SGA8S4V8J,21,ambiguous,none,clear_in,clear_in
5724,A2LV5SGA8S4V8J,30,clear_in,clear_ex,ambiguous,clear_in
5725,A2LV5SGA8S4V8J,5,clear_in,clear_in,ambiguous,clear_ex
5726,A2LV5SGA8S4V8J,4,ambiguous,ambiguous,ambiguous,clear_ex
5727,A2LV5SGA8S4V8J,8,clear_in,ambiguous,ambiguous,none
5728,A2LV5SGA8S4V8J,18,ambiguous,clear_in,ambiguous,clear_in
5729,A2LV5SGA8S4V8J,3,clear_ex,ambiguous,clear_in,clear_in
5730,A2LV5SGA8S4V8J,27,clear_ex,none,clear_in,clear_ex
5731,A2LV5SGA8S4V8J,12,ambiguous,clear_ex,clear_in,clear_ex
5732,A2LV5SGA8S4V8J,20,clear_in,clear_ex,clear_ex,none
5733,A2LV5SGA8S4V8J,10,clear_ex,none,ambiguous,clear_in
5734,A2LV5SGA8S4V8J,14,ambiguous,none,none,clear_in
5735,A37FX0R0ONGZBT,18,none,none,clear_in,clear_in
5736,A37FX0R0ONGZBT,16,clear_in,clear_in,none,none
5737,A37FX0R0ONGZBT,12,clear_in,clear_ex,none,none
5738,A37FX0R0ONGZBT,28,ambiguous,clear_ex,clear_in,clear_ex
5739,A37FX0R0ONGZBT,5,clear_ex,clear_ex,clear_in,clear_in
5740,A37FX0R0ONGZBT,13,clear_in,none,clear_ex,none
5741,A37FX0R0ONGZBT,26,ambiguous,none,clear_in,clear_ex
5742,A37FX0R0ONGZBT,24,ambiguous,ambiguous,clear_in,clear_in
5743,A37FX0R0ONGZBT,19,clear_in,none,ambiguous,clear_ex
5744,A37FX0R0ONGZBT,4,ambiguous,clear_in,clear_in,clear_in
5745,A37FX0R0ONGZBT,3,clear_in,none,none,none
5746,A37FX0R0ONGZBT,30,ambiguous,clear_in,ambiguous,clear_in
5747,A37FX0R0ONGZBT,25,clear_in,none,clear_in,clear_ex
5748,A37FX0R0ONGZBT,23,ambiguous,clear_ex,clear_in,none
5749,A37FX0R0ONGZBT,2,clear_in,ambiguous,none,clear_in
5750,A37FX0R0ONGZBT,11,clear_in,ambiguous,none,none
5751,A37FX0R0ONGZBT,7,none,none,clear_in,clear_ex
5752,A37FX0R0ONGZBT,14,clear_in,ambiguous,clear_ex,clear_in
5753,A37FX0R0ONGZBT,6,clear_in,clear_ex,ambiguous,clear_ex
5754,A37FX0R0ONGZBT,29,ambiguous,clear_in,clear_in,none
5755,A37FX0R0ONGZBT,22,clear_in,clear_in,clear_ex,clear_ex
5756,A37FX0R0ONGZBT,15,clear_in,none,ambiguous,none
5757,A37FX0R0ONGZBT,20,clear_in,clear_in,none,clear_ex
5758,A37FX0R0ONGZBT,27,clear_in,clear_in,clear_in,none
5759,A37FX0R0ONGZBT,10,clear_ex,clear_in,ambiguous,clear_ex
5760,A37FX0R0ONGZBT,8,clear_ex,clear_in,ambiguous,none
5761,A37FX0R0ONGZBT,17,ambiguous,clear_in,clear_ex,clear_ex
5762,A37FX0R0ONGZBT,31,ambiguous,clear_in,none,clear_in
5763,A37FX0R0ONGZBT,9,clear_in,clear_ex,clear_ex,clear_in
5764,A37FX0R0ONGZBT,1,clear_ex,none,clear_in,clear_in
5765,A37FX0R0ONGZBT,21,clear_in,ambiguous,none,clear_ex
5766,AYHK8DTZONHKC,3,clear_in,none,clear_in,none
5767,AYHK8DTZONHKC,17,clear_in,clear_in,none,none
5768,AYHK8DTZONHKC,28,clear_in,clear_in,clear_in,none
5769,AYHK8DTZONHKC,11,clear_in,none,none,none
5770,AYHK8DTZONHKC,20,clear_in,none,none,clear_in
5771,AYHK8DTZONHKC,25,clear_in,clear_in,clear_in,clear_in
5772,AYHK8DTZONHKC,15,clear_in,clear_in,none,clear_in
5773,AYHK8DTZONHKC,2,none,none,clear_in,clear_in
5774,AYHK8DTZONHKC,18,none,clear_in,none,none
5775,AYHK8DTZONHKC,27,none,none,clear_in,none
5776,AYHK8DTZONHKC,12,clear_in,none,clear_in,clear_in
5777,AYHK8DTZONHKC,22,none,clear_in,clear_in,none
5778,AYHK8DTZONHKC,7,none,clear_in,clear_in,clear_in
5779,AYHK8DTZONHKC,30,none,clear_in,none,clear_in
5780,AYHK8DTZONHKC,9,clear_in,clear_in,clear_in,clear_in
5781,AYHK8DTZONHKC,19,clear_in,clear_in,none,clear_in
5782,AYHK8DTZONHKC,13,clear_in,none,none,clear_in
5783,AYHK8DTZONHKC,29,clear_in,none,clear_in,clear_in
5784,AYHK8DTZONHKC,6,none,none,clear_in,none
5785,AYHK8DTZONHKC,16,clear_in,none,clear_in,none
5786,AYHK8DTZONHKC,4,none,none,clear_in,clear_in
5787,AYHK8DTZONHKC,21,clear_in,none,none,none
5788,AYHK8DTZONHKC,26,clear_in,clear_in,clear_in,none
5789,AYHK8DTZONHKC,5,none,clear_in,clear_in,none
5790,AYHK8DTZONHKC,10,none,clear_in,none,clear_in
5791,AYHK8DTZONHKC,14,none,clear_in,clear_in,clear_in
5792,AYHK8DTZONHKC,24,none,clear_in,none,none
5793,AYHK8DTZONHKC,23,clear_in,clear_in,none,none
5794,AYHK8DTZONHKC,1,clear_in,none,clear_in,none
5795,AYHK8DTZONHKC,8,none,clear_in,clear_in,none
5796,AYHK8DTZONHKC,31,clear_in,clear_in,clear_in,none
5797,A3QPHYMDXHB782,30,clear_in,clear_ex,ambiguous,none
5798,A3QPHYMDXHB782,13,none,clear_in,none,clear_in
5799,A3QPHYMDXHB782,7,clear_ex,clear_in,none,clear_in
5800,A3QPHYMDXHB782,8,clear_in,clear_in,clear_ex,none
5801,A3QPHYMDXHB782,14,clear_in,ambiguous,clear_in,clear_in
5802,A3QPHYMDXHB782,9,none,ambiguous,clear_in,none
5803,A3QPHYMDXHB782,28,ambiguous,clear_in,clear_ex,clear_ex
5804,A3QPHYMDXHB782,23,clear_ex,clear_ex,clear_in,none
5805,A3QPHYMDXHB782,11,none,none,clear_in,clear_in
5806,A3QPHYMDXHB782,19,clear_ex,ambiguous,clear_in,clear_in
5807,A3QPHYMDXHB782,31,clear_ex,ambiguous,none,none
5808,A3QPHYMDXHB782,27,ambiguous,ambiguous,clear_in,none
5809,A3QPHYMDXHB782,2,clear_in,ambiguous,ambiguous,none
5810,A3QPHYMDXHB782,24,ambiguous,clear_ex,clear_ex,none
5811,A3QPHYMDXHB782,3,clear_in,ambiguous,clear_ex,none
5812,A3QPHYMDXHB782,10,none,clear_ex,clear_ex,clear_in
5813,A3QPHYMDXHB782,15,clear_ex,ambiguous,clear_ex,none
5814,A3QPHYMDXHB782,25,clear_ex,clear_ex,clear_ex,none
5815,A3QPHYMDXHB782,20,ambiguous,clear_in,ambiguous,clear_in
5816,A3QPHYMDXHB782,16,clear_in,clear_ex,ambiguous,clear_ex
5817,A3QPHYMDXHB782,21,none,none,clear_ex,clear_ex
5818,A3QPHYMDXHB782,12,ambiguous,clear_ex,ambiguous,none
5819,A3QPHYMDXHB782,5,ambiguous,clear_in,clear_in,clear_in
5820,A3QPHYMDXHB782,6,clear_in,none,clear_in,none
5821,A3QPHYMDXHB782,22,ambiguous,none,clear_in,clear_in
5822,A3QPHYMDXHB782,18,none,ambiguous,none,none
5823,A3QPHYMDXHB782,29,clear_ex,clear_ex,none,none
5824,A3QPHYMDXHB782,17,clear_in,none,none,none
5825,A3QPHYMDXHB782,26,clear_in,ambiguous,ambiguous,clear_ex
5826,A3QPHYMDXHB782,1,clear_in,clear_in,clear_in,clear_ex
5827,A3QPHYMDXHB782,4,ambiguous,clear_in,none,clear_in
5828,A33YPBYXXZP3HY,29,clear_in,none,none,clear_in
5829,A33YPBYXXZP3HY,10,clear_in,clear_in,none,none
5830,A33YPBYXXZP3HY,8,clear_in,clear_in,clear_in,clear_in
5831,A33YPBYXXZP3HY,24,clear_in,clear_in,none,clear_in
5832,A33YPBYXXZP3HY,18,none,clear_in,none,clear_in
5833,A33YPBYXXZP3HY,25,none,none,clear_in,clear_in
5834,A33YPBYXXZP3HY,15,none,clear_in,clear_in,none
5835,A33YPBYXXZP3HY,2,none,clear_in,clear_in,clear_in
5836,A33YPBYXXZP3HY,6,clear_in,none,clear_in,clear_in
5837,A33YPBYXXZP3HY,19,clear_in,none,none,none
5838,A33YPBYXXZP3HY,22,clear_in,clear_in,clear_in,none
5839,A33YPBYXXZP3HY,13,none,clear_in,none,none
5840,A33YPBYXXZP3HY,5,none,none,clear_in,none
5841,A33YPBYXXZP3HY,1,clear_in,none,clear_in,none
5842,A33YPBYXXZP3HY,27,none,clear_in,none,clear_in
5843,A33YPBYXXZP3HY,7,none,none,clear_in,none
5844,A33YPBYXXZP3HY,20,clear_in,none,clear_in,clear_in
5845,A33YPBYXXZP3HY,31,none,clear_in,clear_in,clear_in
5846,A33YPBYXXZP3HY,28,none,clear_in,none,none
5847,A33YPBYXXZP3HY,23,clear_in,clear_in,none,none
5848,A33YPBYXXZP3HY,26,none,none,clear_in,clear_in
5849,A33YPBYXXZP3HY,11,clear_in,clear_in,none,clear_in
5850,A33YPBYXXZP3HY,16,clear_in,none,none,clear_in
5851,A33YPBYXXZP3HY,9,clear_in,clear_in,clear_in,clear_in
5852,A33YPBYXXZP3HY,4,clear_in,clear_in,clear_in,none
5853,A33YPBYXXZP3HY,17,clear_in,none,none,none
5854,A33YPBYXXZP3HY,30,none,clear_in,clear_in,none
5855,A33YPBYXXZP3HY,12,clear_in,none,clear_in,none
5856,A33YPBYXXZP3HY,21,clear_in,none,clear_in,clear_in
5857,A33YPBYXXZP3HY,14,none,clear_in,none,none
5858,A33YPBYXXZP3HY,3,clear_in,none,clear_in,none
5859,A37KUCVO09R832,8,clear_in,clear_in,none,clear_in
5860,A37KUCVO09R832,24,clear_in,none,clear_in,none
5861,A37KUCVO09R832,20,clear_in,clear_in,none,none
5862,A37KUCVO09R832,26,clear_in,clear_in,clear_in,clear_in
5863,A37KUCVO09R832,5,none,clear_in,none,none
5864,A37KUCVO09R832,1,clear_in,none,none,clear_in
5865,A37KUCVO09R832,13,none,clear_in,none,clear_in
5866,A37KUCVO09R832,30,none,clear_in,clear_in,clear_in
5867,A37KUCVO09R832,3,clear_in,none,none,none
5868,A37KUCVO09R832,23,none,none,clear_in,clear_in
5869,A37KUCVO09R832,7,clear_in,clear_in,clear_in,none
5870,A37KUCVO09R832,17,none,none,clear_in,none
5871,A37KUCVO09R832,16,none,clear_in,clear_in,none
5872,A37KUCVO09R832,19,clear_in,none,clear_in,clear_in
5873,A37KUCVO09R832,15,none,clear_in,clear_in,none
5874,A37KUCVO09R832,10,none,clear_in,clear_in,clear_in
5875,A37KUCVO09R832,6,clear_in,clear_in,none,none
5876,A37KUCVO09R832,22,clear_in,none,clear_in,none
5877,A37KUCVO09R832,4,clear_in,none,none,clear_in
5878,A37KUCVO09R832,27,none,clear_in,none,none
5879,A37KUCVO09R832,14,none,none,clear_in,none
5880,A37KUCVO09R832,2,clear_in,none,none,none
5881,A37KUCVO09R832,11,clear_in,clear_in,clear_in,none
5882,A37KUCVO09R832,12,clear_in,clear_in,clear_in,clear_in
5883,A37KUCVO09R832,9,none,none,clear_in,clear_in
5884,A37KUCVO09R832,28,none,clear_in,none,clear_in
5885,A37KUCVO09R832,25,clear_in,clear_in,none,clear_in
5886,A37KUCVO09R832,18,clear_in,none,clear_in,clear_in
5887,A37KUCVO09R832,29,clear_in,none,none,clear_in
5888,A37KUCVO09R832,21,clear_in,none,clear_in,clear_in
5889,A37KUCVO09R832,31,none,none,clear_in,none
5890,AG9SELXHPZ7GJ,26,none,ambiguous,none,none
5891,AG9SELXHPZ7GJ,23,clear_in,none,none,clear_in
5892,AG9SELXHPZ7GJ,1,clear_in,clear_in,none,none
5893,AG9SELXHPZ7GJ,30,clear_in,clear_in,ambiguous,clear_in
5894,AG9SELXHPZ7GJ,19,ambiguous,ambiguous,ambiguous,clear_in
5895,AG9SELXHPZ7GJ,10,ambiguous,none,clear_ex,none
5896,AG9SELXHPZ7GJ,13,clear_ex,clear_ex,none,none
5897,AG9SELXHPZ7GJ,9,clear_ex,ambiguous,none,clear_ex
5898,AG9SELXHPZ7GJ,6,clear_in,clear_ex,none,clear_in
5899,AG9SELXHPZ7GJ,11,clear_ex,clear_in,clear_in,clear_ex
5900,AG9SELXHPZ7GJ,24,clear_ex,none,clear_in,clear_ex
5901,AG9SELXHPZ7GJ,18,none,clear_in,ambiguous,none
