,cond_evidence,cond_question,task,task_complete,uid,num_catch,num_correct,scenario,start
211,inculpatory,['bard'],exculpatory_conditional,0.0,A2JW59JRBWUMR2,2.0,1.0,7.0,2020-12-11 00:27:00
212,inculpatory,['bard'],exculpatory_conditional,0.0,AOVWFZPOQ1J57,3.0,0.0,11.0,2020-12-11 00:35:45
213,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2FFYLWXNYR0LE,,,,
214,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2SP949AA8MGFZ,5.0,2.0,22.0,2020-12-11 01:44:51
215,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2S23A49RFCDZ1,5.0,3.0,23.0,2020-12-11 01:58:34
216,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1MTRZDRKNB9GV,6.0,6.0,31.0,2020-12-11 02:08:13
217,random,['bard'],exculpatory_conditional,1.0,A1SG8SYLTU11I,6.0,6.0,31.0,2020-12-11 02:18:06
218,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ARXQ907GWYAV5,4.0,3.0,11.0,2020-12-11 02:16:44
219,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MXI2O3JZ0TZH,1.0,0.0,7.0,2020-12-11 02:18:08
220,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,APMUZYFANYEZ3,2.0,1.0,8.0,2020-12-11 02:23:09
221,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2VHKZCN5B9SR1,6.0,6.0,31.0,2020-12-11 02:47:42
222,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,PAUL%20WAGNER,,,,
223,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A29R8JAUZ6VLM2,3.0,0.0,11.0,2020-12-11 04:04:13
224,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3H5L34VW64JNA,1.0,1.0,2.0,2020-12-11 04:17:21
225,credible,['bard'],exculpatory_conditional,1.0,A2WRTRJ53H9XIP,6.0,6.0,31.0,2020-12-11 05:21:54
226,random,['bard'],exculpatory_conditional,0.0,A1DFIUXCX2GOTK,5.0,2.0,22.0,2020-12-11 04:42:41
227,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,APF8R7U9MO1EF,5.0,2.0,22.0,2020-12-11 07:04:09
228,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A35LXYBKSHBZFG,5.0,2.0,22.0,2020-12-11 07:34:37
229,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1WH8D2U3Z73VI,6.0,5.0,31.0,2020-12-11 08:13:52
230,random,['bard'],exculpatory_conditional,0.0,A11442N7K4VIP8,,,2.0,2020-12-11 08:28:06
231,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,fdxhfghgfjh,,,,
232,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AZYDMT9575LMF,2.0,0.0,7.0,2020-12-11 10:03:26
233,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3NLLSXAL86VIR,1.0,0.0,4.0,2020-12-11 13:07:54
234,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3JU197A3A56WZ,3.0,0.0,11.0,2020-12-11 13:07:55
235,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A32WUBFHQKYYIW,6.0,4.0,31.0,2020-12-11 13:11:42
236,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AWIST8E0KAPW0,,,,
237,inculpatory,['bard'],exculpatory_conditional,0.0,A2VFEDAK5C1E1O,,,,
238,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2AR3THJJ83IG0,,,,
239,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2ALESYWNEZU1D,6.0,5.0,31.0,2020-12-11 13:12:00
240,random,['bard'],exculpatory_conditional,0.0,A2GIW713XO9AUZ,3.0,1.0,11.0,2020-12-11 16:10:43
241,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AUB2Y0SIDWZEV,,,2.0,2020-12-11 13:14:15
242,credible,['bard'],exculpatory_conditional,1.0,A2AYR99VJ3X2AZ,6.0,6.0,31.0,2020-12-11 13:14:21
243,random,['bard'],exculpatory_conditional,0.0,A1A04ATYZR85AW,1.0,1.0,2.0,2020-12-11 13:11:57
244,random,['bard'],exculpatory_conditional,1.0,A3TKY3B2P962ZF,6.0,6.0,31.0,2020-12-11 13:13:50
245,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3LXERMGSXIFXC,1.0,0.0,2.0,2020-12-11 16:16:05
246,inculpatory,['bard'],exculpatory_conditional,0.0,A1DS0ULEMDYQ2P,2.0,0.0,7.0,2020-12-11 13:14:32
247,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A29XYCCRNUDB30,3.0,0.0,11.0,2020-12-11 13:14:52
248,credible,['bard'],exculpatory_conditional,1.0,A304UJAE051J89,6.0,6.0,31.0,2020-12-11 13:18:16
249,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2A3DDR0PDOIYL,6.0,6.0,31.0,2020-12-11 13:16:34
250,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1UUESLCZS6K53,5.0,5.0,23.0,2020-12-11 13:21:38
251,random,['bard'],exculpatory_conditional,0.0,A2UROUZSFPGO4P,2.0,0.0,10.0,2020-12-11 13:21:55
252,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A31LREJ092QUE6,1.0,0.0,2.0,2020-12-11 13:21:47
253,credible,['bard'],exculpatory_conditional,0.0,A32CVZVH3C1I20,,,,
254,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2CKWUMTSWIZZQ,,,1.0,2020-12-11 13:21:12
255,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1NE92HD8K7IDD,,,2.0,2020-12-11 13:25:30
256,credible,['bard'],exculpatory_conditional,0.0,A1N04FX8AHYPBU,4.0,1.0,17.0,2020-12-11 13:26:01
257,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1I66SKK9RFQSA,6.0,4.0,31.0,2020-12-11 13:26:44
258,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3T3H3RWDSX5P2,6.0,5.0,31.0,2020-12-11 13:28:08
259,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AWNNSMTSL6FWG,3.0,2.0,14.0,2020-12-11 13:32:14
260,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A36QXX9UMJ7Y0R,,,,
261,inculpatory,['bard'],exculpatory_conditional,1.0,A1L2N1X8U8Z3W7,6.0,6.0,31.0,2020-12-11 13:36:54
262,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1SKOLSHSTHNR1,3.0,0.0,11.0,2020-12-11 13:37:36
263,credible,['bard'],exculpatory_conditional,0.0,A25386DGATQAU0,2.0,2.0,8.0,2020-12-11 13:38:11
264,inculpatory,['bard'],exculpatory_conditional,0.0,A1FRUXQIM9KPR8,4.0,1.0,17.0,2020-12-11 13:42:27
265,inculpatory,['bard'],exculpatory_conditional,0.0,A2MOKIEQZ0OF2M,2.0,2.0,8.0,2020-12-11 13:48:00
266,inculpatory,['bard'],exculpatory_conditional,0.0,A2NAKIXS3DVGAA,4.0,4.0,17.0,2020-12-11 13:48:56
267,random,['bard'],exculpatory_conditional,1.0,AVA1LGWA3HRCN,6.0,6.0,31.0,2020-12-11 19:49:05
268,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A15X377ERCSJ9I,6.0,4.0,30.0,2020-12-11 14:52:43
269,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AMLZT92RF3MYY,,,1.0,2020-12-11 13:54:30
270,credible,['bard'],exculpatory_conditional,0.0,A1A8WM8RLC94AD,,,,
271,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,dsdg12test,,,,
272,credible,['bard'],exculpatory_conditional,0.0,A3TUOXKPVHWTQS,3.0,1.0,15.0,2020-12-11 14:21:53
273,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3HMVAA8IWSF0O,6.0,5.0,31.0,2020-12-11 14:26:22
274,credible,['bard'],exculpatory_conditional,0.0,A2488KXHWJTJR7,,,2.0,2020-12-11 14:28:43
275,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AUFLTHQAXWLH1,,,,
276,random,['bard'],exculpatory_conditional,0.0,AZX1NVEY111PP,1.0,1.0,2.0,2020-12-11 14:45:13
277,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A28DGS1MAHMK2C,6.0,5.0,31.0,2020-12-11 15:06:50
278,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2BZY06YRWGEDL,4.0,3.0,17.0,2020-12-11 15:07:06
279,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,testytesty,,,1.0,2020-12-11 19:45:54
280,random,['bard'],exculpatory_conditional,0.0,AK84XDMCA5IFR,,,,
281,random,['bard'],exculpatory_conditional,1.0,A1GNF163UX4A9D,6.0,5.0,31.0,2020-12-11 20:10:53
282,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2CJ973KYD6O0V,,,,
283,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2ZO4SP6FRIIUJ,6.0,6.0,31.0,2020-12-11 20:13:43
284,random,['bard'],exculpatory_conditional,1.0,A3UJSDFJ9LBQ6Z,6.0,6.0,31.0,2020-12-11 20:14:25
285,credible,['bard'],exculpatory_conditional,1.0,A1WOUFGHOIOCNC,6.0,6.0,31.0,2020-12-11 20:20:48
286,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A4LX69IQD39NZ,,,,
287,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2O5Z1YZDTNNXT,,,,
288,random,['bard'],exculpatory_conditional,1.0,A2JTSH1VPJQ8FR,6.0,6.0,31.0,2020-12-11 20:23:14
289,inculpatory,['bard'],exculpatory_conditional,0.0,A2L5PLZGHIVGIF,1.0,0.0,2.0,2020-12-11 20:25:41
290,inculpatory,['bard'],exculpatory_conditional,0.0,A3KW3GCGAY6BOG,4.0,1.0,17.0,2020-12-11 20:32:42
291,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AGJ93QB6APHIL,6.0,5.0,31.0,2020-12-11 20:36:45
292,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2BEHSOYPL6V0L,4.0,1.0,17.0,2020-12-11 20:49:00
293,credible,['bard'],exculpatory_conditional,1.0,A1VULD2EL744W2,6.0,4.0,31.0,2020-12-11 20:58:29
294,credible,['bard'],exculpatory_conditional,0.0,A2FKP5TAELZ3Y6,4.0,1.0,17.0,2020-12-11 21:07:50
295,credible,['bard'],exculpatory_conditional,1.0,ASF5V3K4IFP4K,6.0,5.0,31.0,2020-12-11 21:08:09
296,random,['bard'],exculpatory_conditional,0.0,A2BE2QDWTR66NX,,,,
297,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AHTOV9GBHC8XF,6.0,4.0,31.0,2020-12-12 05:28:40
298,credible,['bard'],exculpatory_conditional,1.0,A1JBH17VQADOXZ,6.0,5.0,31.0,2020-12-11 21:29:52
299,random,['bard'],exculpatory_conditional,0.0,A3RKGEBVH1IKEC,6.0,3.0,28.0,2020-12-11 21:39:14
300,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,APPVUAZCTRIP2,5.0,2.0,22.0,2020-12-11 21:40:46
301,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1KXYURHCYHKOL,6.0,6.0,31.0,2020-12-11 21:43:23
302,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2N92BZDCKQO2J,6.0,5.0,31.0,2020-12-11 21:48:15
303,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A31B2A1VC7LUP9,6.0,5.0,31.0,2020-12-11 21:53:36
304,inculpatory,['bard'],exculpatory_conditional,0.0,A2PQ9WLMNBO67S,2.0,0.0,10.0,2020-12-11 21:54:56
305,credible,['bard'],exculpatory_conditional,0.0,A13YTGRLTS80MU,1.0,0.0,2.0,2020-12-11 22:02:48
306,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2L1ALQCU6Z5XP,5.0,2.0,22.0,2020-12-11 22:03:32
307,inculpatory,['bard'],exculpatory_conditional,1.0,A1CYM5JVIZL7YM,6.0,5.0,31.0,2020-12-11 22:04:40
308,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3136AWQDKWVUX,1.0,0.0,2.0,2020-12-11 22:08:08
309,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A26IT4N589RGDC,3.0,0.0,11.0,2020-12-11 22:06:33
310,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A9V4T6Q54GFLD,6.0,6.0,31.0,2020-12-11 22:09:41
311,inculpatory,['bard'],exculpatory_conditional,1.0,A3U4SSUB9ZZ9T0,6.0,6.0,31.0,2020-12-11 22:12:12
312,inculpatory,['bard'],exculpatory_conditional,0.0,A12HLCUXMU9JYT,2.0,2.0,7.0,2020-12-11 22:11:38
313,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1BC6T3R2VIBFC,,,,
314,inculpatory,['bard'],exculpatory_conditional,1.0,A3MKQ62CNO0MM8,6.0,6.0,31.0,2020-12-11 22:14:58
315,credible,['bard'],exculpatory_conditional,1.0,APJ71BNM4KAVD,6.0,5.0,31.0,2020-12-11 22:15:42
316,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3RKW383ZRTPWU,6.0,6.0,31.0,2020-12-11 22:16:27
317,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AL5UCBZ7MOV7V,5.0,2.0,22.0,2020-12-11 22:17:26
318,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2UBTVNS87JDIM,6.0,5.0,31.0,2020-12-11 22:19:26
319,random,['bard'],exculpatory_conditional,0.0,A23TH591R5OPKP,1.0,1.0,4.0,2020-12-11 22:23:20
320,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,ARIY7R4C3ZUIO,6.0,6.0,31.0,2020-12-11 22:24:38
321,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1J1ZM062PH3FN,3.0,0.0,11.0,2020-12-11 22:30:35
322,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A47P5PR27PW3B,6.0,6.0,31.0,2020-12-11 22:33:44
323,credible,['bard'],exculpatory_conditional,0.0,A1IWIGK6CJUU4,3.0,0.0,10.0,2020-12-11 22:34:54
324,inculpatory,['bard'],exculpatory_conditional,1.0,A3HE7G3O3OST51,6.0,6.0,31.0,2020-12-11 22:40:06
325,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1CY01G7686ORZ,6.0,6.0,31.0,2020-12-11 22:41:43
326,random,['bard'],exculpatory_conditional,0.0,A8LXWZ0ZSAMC9,1.0,0.0,4.0,2020-12-11 22:50:24
327,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1BIQMZEP659HA,2.0,0.0,7.0,2020-12-11 22:57:29
328,inculpatory,['bard'],exculpatory_conditional,0.0,A2HTUVZ5XQAC2D,2.0,0.0,7.0,2020-12-11 22:57:22
329,random,['bard'],exculpatory_conditional,0.0,A5X74I5OICJT9,,,,
330,random,['bard'],exculpatory_conditional,0.0,A2DJQXR3HJY68K,2.0,1.0,7.0,2020-12-11 23:14:10
331,random,['bard'],exculpatory_conditional,1.0,A2AY4ZM3Y9BTYZ,6.0,6.0,31.0,2020-12-11 23:25:37
332,credible,['bard'],exculpatory_conditional,1.0,A3VL1CBZ3BGQK7,6.0,6.0,31.0,2020-12-11 23:31:11
333,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1OUNA16VHHMH4,2.0,0.0,7.0,2020-12-11 23:37:24
334,random,['bard'],exculpatory_conditional,1.0,AZ4TQY4ZUPWLQ,6.0,6.0,31.0,2020-12-11 23:43:16
335,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3OHYXTHW11HS7,6.0,6.0,31.0,2020-12-11 23:43:39
336,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2O6G4H34WL27V,5.0,2.0,22.0,2020-12-12 07:42:34
337,random,['bard'],exculpatory_conditional,1.0,A2FQON8PKT8ZB1,6.0,6.0,31.0,2020-12-12 00:16:51
338,inculpatory,['bard'],exculpatory_conditional,1.0,A6KOTWP7N7RLU,6.0,6.0,31.0,2020-12-12 00:21:38
339,inculpatory,['bard'],exculpatory_conditional,1.0,A28W67ZXNQ3K19,6.0,6.0,31.0,2020-12-12 00:21:57
340,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2MY7DGAZ4DXP2,3.0,0.0,11.0,2020-12-12 00:19:41
341,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A26TP4HHSINK5E,6.0,6.0,31.0,2020-12-12 00:30:13
342,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,ATLLNM6YOCOGG,,,,
343,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2R75YFKVALBXE,6.0,6.0,31.0,2020-12-12 00:34:11
344,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AL0WBXQQ2DVOW,4.0,3.0,17.0,2020-12-12 00:32:42
345,random,['bard'],exculpatory_conditional,0.0,A2VB2MZFRO7VN5,,,,
346,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AAURS65ZO4SXC,6.0,5.0,31.0,2020-12-12 00:53:38
347,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,AAA96Z6PLD746,6.0,6.0,31.0,2020-12-12 00:56:14
348,credible,['bard'],exculpatory_conditional,0.0,AOJJK61F8QF22,4.0,1.0,17.0,2020-12-12 00:57:40
349,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3NMU6AVMQ0QDB,6.0,6.0,31.0,2020-12-12 00:57:21
350,credible,['bard'],exculpatory_conditional,0.0,A1RGMH1UFYST6L,,,2.0,2020-12-12 01:17:44
351,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A5DTG37NL4GAG,6.0,5.0,31.0,2020-12-12 01:28:48
352,random,['bard'],exculpatory_conditional,1.0,AQNMUL1UD00RO,6.0,6.0,31.0,2020-12-12 01:51:44
353,credible,['bard'],exculpatory_conditional,0.0,A157DWY9SATKXQ,3.0,0.0,11.0,2020-12-12 01:57:12
354,inculpatory,['bard'],exculpatory_conditional,0.0,A2G84LIEPYMADK,6.0,3.0,28.0,2020-12-12 02:03:22
355,credible,['bard'],exculpatory_conditional,1.0,A3S0IC3M8RZ54U,6.0,5.0,31.0,2020-12-12 02:13:00
356,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,ERICA%20JAMES,6.0,5.0,31.0,2020-12-12 02:19:10
357,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AM71SFJ7CQ247,1.0,0.0,2.0,2020-12-12 02:56:56
358,random,['bard'],exculpatory_conditional,0.0,A4IYBMPPWD48R,3.0,0.0,11.0,2020-12-12 16:34:04
359,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AKNU5D6QK7M72,5.0,2.0,22.0,2020-12-12 03:11:30
360,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3095ZL4JJSSL4,,,,
361,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2YI28QRIE0N3Z,,,2.0,2020-12-12 04:05:19
362,credible,['bard'],exculpatory_conditional,0.0,A28ACRV5H79V7P,3.0,0.0,11.0,2020-12-12 04:23:54
363,random,['bard'],exculpatory_conditional,0.0,A4SVKJZCSOX7R,5.0,2.0,22.0,2020-12-12 04:37:28
364,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AMPGTS8U1LDAN,4.0,1.0,17.0,2020-12-12 04:42:37
365,credible,['bard'],exculpatory_conditional,1.0,A25D3XR5G5HHX0,6.0,6.0,31.0,2020-12-12 05:05:26
366,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,",knkjnlkj;;lkm",,,,
367,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A2PD9SHVWNX7Q2,6.0,6.0,31.0,2020-12-12 05:30:49
368,inculpatory,['bard'],exculpatory_conditional,1.0,A18BMKC5VOLMPT,6.0,6.0,31.0,2020-12-12 05:49:50
369,inculpatory,['bard'],exculpatory_conditional,1.0,A2OROMUVBD1NVC,6.0,6.0,31.0,2020-12-12 06:14:42
370,credible,['bard'],exculpatory_conditional,1.0,A1I1W976IPR5J0,6.0,6.0,31.0,2020-12-12 08:30:29
371,inculpatory,['bard'],exculpatory_conditional,0.0,A1CVJIKV6XJ6G8,,,,
372,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1Q56N80RJLQ7S,4.0,4.0,20.0,2020-12-12 14:27:26
373,random,['bard'],exculpatory_conditional,1.0,ACY3ZOOZMVS7Y,6.0,6.0,31.0,2020-12-12 14:29:39
374,credible,['bard'],exculpatory_conditional,0.0,ANGX140AUBADX,,,,
375,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1X1HUVI6BTIMV,3.0,0.0,11.0,2020-12-12 14:31:03
376,credible,['bard'],exculpatory_conditional,0.0,A3AHQB31UANS2Q,3.0,0.0,11.0,2020-12-12 14:28:46
377,random,['bard'],exculpatory_conditional,0.0,A3OMCO1B3Q1ET0,5.0,2.0,22.0,2020-12-12 14:24:55
378,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,%20COPIEDA2USDJRXRSBI7S,3.0,0.0,11.0,2020-12-12 14:30:27
379,random,['bard'],exculpatory_conditional,0.0,A2SWZXDFG3CEAK,3.0,0.0,11.0,2020-12-12 14:31:58
380,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3L1OCQ016ILDX,1.0,0.0,4.0,2020-12-12 14:34:40
381,random,['bard'],exculpatory_conditional,0.0,AS8ZVCZ69KGB4,2.0,2.0,8.0,2020-12-12 14:34:07
382,random,['bard'],exculpatory_conditional,0.0,A13IQKFYQ5WIXS,2.0,2.0,7.0,2020-12-12 14:34:02
383,credible,['bard'],exculpatory_conditional,0.0,A1BLTX32DOWRYK,,,,
384,random,['bard'],exculpatory_conditional,0.0,A2VNSNAN1LZBAM,1.0,1.0,6.0,2020-12-12 14:35:15
385,random,['bard'],exculpatory_conditional,0.0,A3D5VZQM079JQJ,,,2.0,2020-12-12 14:36:16
386,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1G5N2J0IMPJE8,1.0,1.0,5.0,2020-12-12 14:38:02
387,random,['bard'],exculpatory_conditional,0.0,A2HHBNMMODXL35,1.0,0.0,2.0,2020-12-12 14:38:32
388,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1KT0D8YWLHN71,,,,
389,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,testestestest,,,2.0,2020-12-14 17:36:43
390,credible,['bard'],exculpatory_conditional,0.0,testytestytesty,,,1.0,2020-12-14 19:06:34
391,credible,['bard'],exculpatory_conditional,0.0,A2YFQS0N1IAN9IA2YFQS0N1IAN9I,6.0,3.0,28.0,2020-12-14 19:13:18
392,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A3MJQQB0CQIHJP,2.0,0.0,7.0,2020-12-14 19:19:02
393,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2U5OWTK0I9YBO,6.0,3.0,28.0,2020-12-14 19:23:00
394,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A1U3TT3VMH9FU9,6.0,4.0,31.0,2020-12-14 19:46:36
395,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1HAE2YCP7B7I8,3.0,1.0,14.0,2020-12-14 21:18:54
396,random,['bard'],exculpatory_conditional,1.0,A23WCDJKAT0RN5,6.0,6.0,31.0,2020-12-14 21:21:17
397,random,['bard'],exculpatory_conditional,1.0,A34T4R7G25LDJM,6.0,4.0,31.0,2020-12-14 21:20:09
398,random,['bard'],exculpatory_conditional,0.0,https://worker.mturk.com/projects/3Z18Y091VCUXOSB7DD6FWEWIC7FF1F/tasksA1DIAHI4Z5I72U,,,,
399,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A1DIAHI4Z5I72U,4.0,1.0,17.0,2020-12-15 02:21:47
400,inculpatory,['bard'],exculpatory_conditional,0.0,ACXP8KHFX06KR,1.0,0.0,2.0,2020-12-14 21:26:57
401,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A12IEOJ4GTJ00H,6.0,5.0,31.0,2020-12-14 21:29:52
402,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3BLJ6QSDTZC9U,6.0,6.0,31.0,2020-12-14 21:31:39
403,random,['bard'],exculpatory_conditional,0.0,A34TMF92KMXNSV,2.0,0.0,7.0,2020-12-14 21:34:56
404,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A11JIMV1EQESIC,6.0,6.0,31.0,2020-12-14 21:40:03
405,inculpatory,['bard'],exculpatory_conditional,1.0,AFBVEFNU3LJ25,6.0,4.0,31.0,2020-12-14 21:41:21
406,random,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2737204KZ6TJM,2.0,0.0,7.0,2020-12-14 21:42:48
407,credible,['bard'],exculpatory_conditional,1.0,AHI7YD57642HS,6.0,5.0,31.0,2020-12-14 21:52:44
408,inculpatory,['bard'],exculpatory_conditional,0.0,A5BVUW06ZQ6D3,,,,
409,inculpatory,['bard'],exculpatory_conditional,1.0,A2WVCXVSE0YGML,6.0,6.0,31.0,2020-12-14 21:59:24
410,inculpatory,['bard'],exculpatory_conditional,1.0,A38DHLB88V8DL8,6.0,6.0,31.0,2020-12-14 21:59:40
411,credible,['bard'],exculpatory_conditional,1.0,A17ZQKHXYRCDD5,6.0,6.0,31.0,2020-12-14 22:03:54
412,random,['bard'],exculpatory_conditional,1.0,A1DUAMWOX0BORV,6.0,6.0,31.0,2020-12-14 22:25:14
413,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,AJI0LRQLV9GGR,4.0,1.0,17.0,2020-12-14 22:09:36
414,inculpatory,['bard'],exculpatory_conditional,0.0,A2W6EWTLRV8Z7E,1.0,0.0,2.0,2020-12-14 22:11:46
415,credible,['bard'],exculpatory_conditional,0.0,A3KAYAX1FCN6HK,,,,
416,inculpatory,"['bard', 'mltn', 'subj']",exculpatory_conditional,0.0,A2OTLFQIR3121B,1.0,0.0,6.0,2020-12-14 22:22:20
417,credible,['bard'],exculpatory_conditional,1.0,AWKUOA7M4P8YI,6.0,6.0,31.0,2020-12-14 22:26:48
418,random,['bard'],exculpatory_conditional,0.0,AWGDD48HFUF1W,2.0,1.0,7.0,2020-12-14 22:31:27
419,credible,"['bard', 'mltn', 'subj']",exculpatory_conditional,1.0,A3KK5FKG3L0Q66,6.0,6.0,31.0,2020-12-14 22:40:55
