,uid,scenario,physical,document,witness,character
3500,AAOEHS9LFB8KA,23,ambiguous,clear_ex,clear_in,clear_in
3501,AAOEHS9LFB8KA,13,clear_in,ambiguous,none,clear_ex
3502,AAOEHS9LFB8KA,4,none,none,clear_in,clear_in
3503,A1GKD3NG1NNHRP,3,clear_in,none,ambiguous,clear_in
3504,A1GKD3NG1NNHRP,17,ambiguous,ambiguous,none,clear_in
3505,A1GKD3NG1NNHRP,24,clear_in,none,ambiguous,none
3506,A1GKD3NG1NNHRP,15,clear_ex,none,clear_ex,clear_ex
3507,A1GKD3NG1NNHRP,9,clear_in,none,clear_in,clear_in
3508,A1GKD3NG1NNHRP,20,none,ambiguous,clear_ex,clear_ex
3509,A1GKD3NG1NNHRP,8,none,clear_in,none,clear_in
3510,A1GKD3NG1NNHRP,29,clear_ex,clear_in,clear_in,clear_ex
3511,A1GKD3NG1NNHRP,27,ambiguous,clear_ex,ambiguous,clear_in
3512,A1GKD3NG1NNHRP,28,clear_in,ambiguous,none,clear_ex
3513,A1GKD3NG1NNHRP,25,none,none,ambiguous,clear_ex
3514,A1GKD3NG1NNHRP,16,none,clear_in,clear_in,clear_in
3515,A1GKD3NG1NNHRP,13,clear_in,none,ambiguous,clear_ex
3516,A1GKD3NG1NNHRP,11,none,clear_ex,none,none
3517,A1GKD3NG1NNHRP,7,none,clear_in,clear_ex,none
3518,A1GKD3NG1NNHRP,26,none,ambiguous,none,clear_in
3519,A1GKD3NG1NNHRP,4,clear_ex,ambiguous,ambiguous,clear_in
3520,A1GKD3NG1NNHRP,10,clear_ex,clear_in,clear_ex,clear_ex
3521,A1GKD3NG1NNHRP,12,ambiguous,clear_in,clear_ex,clear_in
3522,A1GKD3NG1NNHRP,5,ambiguous,clear_ex,clear_in,clear_in
3523,A1GKD3NG1NNHRP,31,clear_ex,clear_ex,clear_ex,clear_in
3524,A1GKD3NG1NNHRP,14,clear_ex,ambiguous,clear_ex,clear_in
3525,A1GKD3NG1NNHRP,6,clear_in,ambiguous,clear_in,clear_ex
3526,A1GKD3NG1NNHRP,19,clear_ex,none,clear_ex,clear_in
3527,A1GKD3NG1NNHRP,22,ambiguous,clear_in,ambiguous,clear_in
3528,A1GKD3NG1NNHRP,21,clear_ex,clear_in,none,clear_ex
3529,A1GKD3NG1NNHRP,2,none,clear_ex,clear_in,clear_ex
3530,A1GKD3NG1NNHRP,23,clear_in,clear_in,ambiguous,clear_ex
3531,A1GKD3NG1NNHRP,1,clear_ex,clear_in,ambiguous,none
3532,A1GKD3NG1NNHRP,30,ambiguous,none,clear_in,clear_in
3533,A1GKD3NG1NNHRP,18,ambiguous,clear_in,none,clear_in
3534,ATXAVU13VN2I,27,clear_ex,ambiguous,clear_in,none
3535,ATXAVU13VN2I,24,clear_in,none,ambiguous,clear_in
3536,ATXAVU13VN2I,12,clear_in,clear_ex,ambiguous,clear_ex
3537,ATXAVU13VN2I,1,none,ambiguous,clear_in,none
3538,ATXAVU13VN2I,29,none,clear_ex,none,clear_in
3539,ATXAVU13VN2I,31,ambiguous,none,none,clear_in
3540,ATXAVU13VN2I,15,ambiguous,ambiguous,clear_in,clear_ex
3541,ATXAVU13VN2I,23,clear_ex,clear_ex,none,clear_ex
3542,ATXAVU13VN2I,9,clear_in,clear_ex,clear_in,none
3543,ATXAVU13VN2I,2,ambiguous,clear_in,clear_ex,clear_in
3544,ATXAVU13VN2I,13,clear_ex,clear_in,clear_ex,none
3545,ATXAVU13VN2I,5,none,clear_in,clear_in,clear_ex
3546,ATXAVU13VN2I,6,clear_ex,none,ambiguous,clear_ex
3547,ATXAVU13VN2I,20,ambiguous,ambiguous,clear_ex,none
3548,ATXAVU13VN2I,28,clear_in,clear_ex,clear_ex,none
3549,ATXAVU13VN2I,17,clear_in,clear_ex,clear_in,clear_ex
3550,ATXAVU13VN2I,25,ambiguous,ambiguous,clear_in,none
3551,ATXAVU13VN2I,11,clear_ex,none,ambiguous,none
3552,ATXAVU13VN2I,30,ambiguous,none,ambiguous,clear_ex
3553,ATXAVU13VN2I,18,none,none,none,clear_ex
3554,ATXAVU13VN2I,8,clear_ex,clear_in,none,clear_in
3555,ATXAVU13VN2I,19,clear_in,ambiguous,clear_in,clear_ex
3556,ATXAVU13VN2I,16,none,none,clear_ex,clear_in
3557,ATXAVU13VN2I,10,clear_ex,clear_ex,clear_in,clear_in
3558,ATXAVU13VN2I,26,none,ambiguous,clear_in,clear_ex
3559,ATXAVU13VN2I,22,none,clear_ex,clear_in,none
3560,ATXAVU13VN2I,3,clear_ex,clear_ex,none,none
3561,ATXAVU13VN2I,21,clear_ex,clear_in,clear_ex,clear_ex
3562,ATXAVU13VN2I,14,clear_ex,clear_in,none,none
3563,ATXAVU13VN2I,4,none,clear_ex,ambiguous,clear_ex
3564,ATXAVU13VN2I,7,none,none,ambiguous,clear_in
3565,A1KPUJ4XNQANQ8,14,clear_ex,ambiguous,ambiguous,clear_ex
3566,A1KPUJ4XNQANQ8,30,clear_ex,none,none,none
3567,A1KPUJ4XNQANQ8,26,clear_in,clear_in,ambiguous,clear_ex
3568,A1KPUJ4XNQANQ8,22,clear_in,none,ambiguous,none
3569,A1KPUJ4XNQANQ8,15,clear_ex,clear_ex,clear_in,clear_in
3570,A1KPUJ4XNQANQ8,6,ambiguous,none,clear_ex,clear_ex
3571,A1KPUJ4XNQANQ8,31,none,clear_in,clear_ex,clear_ex
3572,A1KPUJ4XNQANQ8,25,ambiguous,ambiguous,ambiguous,none
3573,A1KPUJ4XNQANQ8,12,clear_ex,clear_ex,ambiguous,none
3574,A1KPUJ4XNQANQ8,3,none,ambiguous,clear_in,clear_ex
3575,A1KPUJ4XNQANQ8,16,ambiguous,clear_in,ambiguous,none
3576,A1KPUJ4XNQANQ8,7,ambiguous,none,clear_in,none
3577,A1KPUJ4XNQANQ8,4,none,clear_in,clear_in,none
3578,A1KPUJ4XNQANQ8,13,clear_ex,none,clear_ex,clear_in
3579,A1KPUJ4XNQANQ8,19,clear_in,clear_in,none,clear_ex
3580,A1KPUJ4XNQANQ8,5,none,clear_ex,ambiguous,none
3581,A1KPUJ4XNQANQ8,21,clear_ex,ambiguous,clear_ex,clear_in
3582,A1KPUJ4XNQANQ8,9,none,clear_ex,none,none
3583,A1KPUJ4XNQANQ8,29,clear_in,none,clear_ex,none
3584,A1KPUJ4XNQANQ8,23,none,none,ambiguous,clear_in
3585,A1KPUJ4XNQANQ8,1,clear_ex,none,ambiguous,clear_ex
3586,A1KPUJ4XNQANQ8,18,clear_in,ambiguous,none,clear_in
3587,A1KPUJ4XNQANQ8,17,clear_ex,clear_ex,none,none
3588,A1KPUJ4XNQANQ8,20,none,none,none,none
3589,A1KPUJ4XNQANQ8,27,clear_in,clear_in,clear_ex,clear_ex
3590,A1KPUJ4XNQANQ8,24,clear_ex,clear_in,ambiguous,clear_in
3591,A1KPUJ4XNQANQ8,8,none,none,ambiguous,none
3592,A1KPUJ4XNQANQ8,28,ambiguous,clear_ex,clear_in,clear_in
3593,A1KPUJ4XNQANQ8,11,clear_in,none,clear_ex,clear_in
3594,A1KPUJ4XNQANQ8,10,clear_ex,clear_ex,ambiguous,clear_in
3595,A1KPUJ4XNQANQ8,2,ambiguous,ambiguous,ambiguous,clear_ex
3596,ALV4DAF8DIJ37,15,ambiguous,clear_ex,none,clear_ex
3597,ALV4DAF8DIJ37,9,none,none,none,clear_ex
3598,ALV4DAF8DIJ37,20,clear_in,clear_ex,clear_ex,clear_in
3599,ALV4DAF8DIJ37,6,none,ambiguous,clear_in,none
3600,ALV4DAF8DIJ37,23,clear_in,clear_ex,none,clear_in
3601,ALV4DAF8DIJ37,29,clear_in,none,clear_in,clear_in
3602,ALV4DAF8DIJ37,7,clear_ex,ambiguous,ambiguous,clear_in
3603,ALV4DAF8DIJ37,14,none,ambiguous,ambiguous,clear_in
3604,ALV4DAF8DIJ37,11,clear_ex,clear_in,clear_in,clear_in
3605,ALV4DAF8DIJ37,8,ambiguous,ambiguous,clear_in,none
3606,ALV4DAF8DIJ37,13,clear_in,ambiguous,clear_ex,none
3607,ALV4DAF8DIJ37,28,none,clear_in,clear_in,clear_in
3608,ALV4DAF8DIJ37,27,clear_in,none,ambiguous,clear_in
3609,ALV4DAF8DIJ37,31,none,clear_ex,clear_in,clear_in
3610,ALV4DAF8DIJ37,19,clear_ex,clear_ex,ambiguous,none
3611,ALV4DAF8DIJ37,22,ambiguous,clear_ex,none,clear_in
3612,ALV4DAF8DIJ37,12,none,clear_ex,clear_ex,none
3613,ALV4DAF8DIJ37,2,clear_ex,clear_ex,clear_ex,none
3614,ALV4DAF8DIJ37,5,clear_in,none,none,none
3615,ALV4DAF8DIJ37,30,clear_ex,ambiguous,clear_ex,none
3616,ALV4DAF8DIJ37,18,clear_in,clear_in,clear_ex,none
3617,ALV4DAF8DIJ37,25,clear_ex,clear_in,ambiguous,clear_ex
3618,ALV4DAF8DIJ37,26,none,clear_in,none,clear_ex
3619,ALV4DAF8DIJ37,3,ambiguous,ambiguous,clear_in,clear_in
3620,ALV4DAF8DIJ37,17,clear_in,clear_in,clear_ex,clear_ex
3621,ALV4DAF8DIJ37,16,ambiguous,clear_in,clear_ex,clear_in
3622,ALV4DAF8DIJ37,24,none,none,clear_in,none
3623,ALV4DAF8DIJ37,21,ambiguous,ambiguous,clear_in,clear_ex
3624,ALV4DAF8DIJ37,10,clear_in,none,none,clear_ex
3625,ALV4DAF8DIJ37,1,none,ambiguous,ambiguous,clear_ex
3626,ALV4DAF8DIJ37,4,ambiguous,ambiguous,clear_ex,clear_in
3627,A1SOIE67CIL16C,3,clear_ex,ambiguous,none,clear_in
3628,A1SOIE67CIL16C,12,none,clear_in,clear_ex,clear_ex
3629,A1SOIE67CIL16C,22,clear_in,ambiguous,clear_ex,clear_in
3630,A1SOIE67CIL16C,29,ambiguous,ambiguous,ambiguous,clear_ex
3631,A1SOIE67CIL16C,11,none,none,ambiguous,clear_ex
3632,A1SOIE67CIL16C,26,clear_in,none,clear_in,none
3633,A1SOIE67CIL16C,23,none,clear_in,none,clear_in
3634,A1SOIE67CIL16C,25,none,clear_ex,none,clear_ex
3635,A1SOIE67CIL16C,15,clear_in,none,ambiguous,none
3636,A1SOIE67CIL16C,20,ambiguous,clear_in,none,clear_in
3637,A1SOIE67CIL16C,1,clear_in,clear_ex,clear_in,clear_in
3638,A1SOIE67CIL16C,21,none,clear_in,ambiguous,none
3639,A1SOIE67CIL16C,16,ambiguous,clear_in,ambiguous,clear_in
3640,A1SOIE67CIL16C,2,clear_in,clear_in,none,clear_in
3641,A1SOIE67CIL16C,30,clear_in,ambiguous,clear_ex,clear_ex
3642,A1SOIE67CIL16C,10,ambiguous,clear_ex,clear_ex,none
3643,A1SOIE67CIL16C,6,clear_ex,clear_in,none,clear_in
3644,A1SOIE67CIL16C,5,clear_ex,none,clear_ex,none
3645,A1SOIE67CIL16C,24,clear_in,clear_in,none,none
3646,A1SOIE67CIL16C,18,none,clear_in,clear_in,none
3647,A1SOIE67CIL16C,13,clear_ex,none,ambiguous,clear_ex
3648,A1SOIE67CIL16C,28,ambiguous,clear_ex,ambiguous,none
3649,A1SOIE67CIL16C,7,clear_ex,ambiguous,clear_in,clear_in
3650,A1SOIE67CIL16C,4,clear_ex,none,clear_in,clear_in
3651,A1SOIE67CIL16C,14,none,none,clear_ex,clear_in
3652,A1SOIE67CIL16C,27,clear_in,clear_in,clear_ex,clear_in
3653,A1SOIE67CIL16C,8,clear_in,ambiguous,clear_ex,none
3654,A1SOIE67CIL16C,17,ambiguous,clear_ex,clear_ex,clear_in
3655,A1SOIE67CIL16C,9,none,none,none,clear_in
3656,A1SOIE67CIL16C,31,clear_ex,clear_ex,clear_ex,none
3657,A1SOIE67CIL16C,19,ambiguous,clear_in,clear_ex,clear_in
3658,ABL3H3O3BI8ZD,13,ambiguous,clear_in,none,none
3659,ABL3H3O3BI8ZD,20,clear_ex,clear_ex,clear_ex,clear_ex
3660,ABL3H3O3BI8ZD,3,none,ambiguous,none,clear_in
3661,ABL3H3O3BI8ZD,27,clear_in,ambiguous,none,none
3662,ABL3H3O3BI8ZD,23,clear_in,clear_in,ambiguous,clear_in
3663,ABL3H3O3BI8ZD,7,none,none,ambiguous,none
3664,ABL3H3O3BI8ZD,12,none,ambiguous,none,clear_ex
3665,ABL3H3O3BI8ZD,21,none,clear_in,clear_in,clear_ex
3666,ABL3H3O3BI8ZD,2,none,none,none,clear_in
3667,ABL3H3O3BI8ZD,30,ambiguous,none,ambiguous,clear_in
3668,ABL3H3O3BI8ZD,9,clear_ex,clear_ex,clear_in,clear_in
3669,ABL3H3O3BI8ZD,18,clear_ex,none,clear_ex,none
3670,ABL3H3O3BI8ZD,6,ambiguous,clear_in,clear_ex,none
3671,ABL3H3O3BI8ZD,19,clear_in,clear_in,none,none
3672,ABL3H3O3BI8ZD,25,clear_ex,ambiguous,clear_ex,clear_in
3673,ABL3H3O3BI8ZD,31,none,ambiguous,clear_in,none
3674,ABL3H3O3BI8ZD,5,none,clear_in,none,clear_ex
3675,ABL3H3O3BI8ZD,1,ambiguous,none,clear_ex,none
3676,ABL3H3O3BI8ZD,29,none,clear_in,clear_ex,clear_in
3677,ABL3H3O3BI8ZD,14,clear_in,clear_in,ambiguous,none
3678,ABL3H3O3BI8ZD,28,none,clear_in,none,none
3679,ABL3H3O3BI8ZD,16,clear_in,ambiguous,ambiguous,clear_in
3680,ABL3H3O3BI8ZD,26,none,clear_ex,ambiguous,clear_ex
3681,ABL3H3O3BI8ZD,11,ambiguous,none,clear_ex,clear_in
3682,ABL3H3O3BI8ZD,17,clear_ex,ambiguous,ambiguous,none
3683,ABL3H3O3BI8ZD,22,clear_ex,none,clear_ex,clear_ex
3684,ABL3H3O3BI8ZD,15,clear_in,clear_in,none,clear_in
3685,ABL3H3O3BI8ZD,24,none,clear_ex,clear_in,clear_ex
3686,ABL3H3O3BI8ZD,10,clear_in,clear_ex,none,clear_in
3687,ABL3H3O3BI8ZD,4,none,clear_ex,clear_ex,clear_ex
3688,ABL3H3O3BI8ZD,8,clear_ex,ambiguous,none,clear_ex
3689,A3TPW4JUUJDUFI,5,ambiguous,clear_ex,none,clear_in
3690,A3TPW4JUUJDUFI,29,ambiguous,ambiguous,none,clear_ex
3691,A3TPW4JUUJDUFI,20,ambiguous,clear_ex,clear_in,none
3692,A3TPW4JUUJDUFI,9,clear_in,none,ambiguous,clear_in
3693,A3TPW4JUUJDUFI,19,ambiguous,none,clear_ex,none
3694,A3TPW4JUUJDUFI,14,ambiguous,ambiguous,none,none
3695,A3TPW4JUUJDUFI,4,clear_in,ambiguous,clear_in,none
3696,A3TPW4JUUJDUFI,3,none,clear_ex,none,clear_in
3697,A3TPW4JUUJDUFI,26,ambiguous,clear_in,ambiguous,clear_ex
3698,A3TPW4JUUJDUFI,8,none,clear_in,clear_in,clear_ex
3699,A3TPW4JUUJDUFI,10,clear_in,clear_ex,none,none
3700,A3TPW4JUUJDUFI,21,none,none,clear_in,clear_in
3701,A3TPW4JUUJDUFI,24,clear_in,clear_ex,ambiguous,clear_in
3702,A3TPW4JUUJDUFI,13,none,clear_in,ambiguous,none
3703,A3TPW4JUUJDUFI,23,ambiguous,ambiguous,clear_in,clear_ex
3704,A3TPW4JUUJDUFI,27,clear_ex,none,clear_ex,clear_in
3705,A3TPW4JUUJDUFI,11,clear_ex,none,clear_ex,none
3706,A3TPW4JUUJDUFI,15,none,ambiguous,ambiguous,clear_ex
3707,A3TPW4JUUJDUFI,7,ambiguous,clear_ex,none,none
3708,A3TPW4JUUJDUFI,17,ambiguous,ambiguous,ambiguous,clear_ex
3709,A3TPW4JUUJDUFI,25,none,ambiguous,none,none
3710,A3TPW4JUUJDUFI,1,clear_in,clear_in,ambiguous,clear_in
3711,A3TPW4JUUJDUFI,22,none,ambiguous,none,clear_ex
3712,A3TPW4JUUJDUFI,6,clear_ex,clear_in,ambiguous,none
3713,A3TPW4JUUJDUFI,30,clear_ex,clear_in,ambiguous,clear_ex
3714,A3TPW4JUUJDUFI,31,clear_in,ambiguous,ambiguous,clear_in
3715,A3TPW4JUUJDUFI,28,clear_in,clear_in,clear_in,none
3716,A3TPW4JUUJDUFI,12,clear_in,ambiguous,clear_ex,clear_ex
3717,A3TPW4JUUJDUFI,16,ambiguous,clear_in,clear_ex,clear_in
3718,A3TPW4JUUJDUFI,2,ambiguous,clear_ex,ambiguous,clear_in
3719,A3TPW4JUUJDUFI,18,clear_in,none,clear_in,none
3720,A2R89RXGEVG05I,18,clear_in,clear_in,clear_ex,clear_in
3721,A2R89RXGEVG05I,16,none,none,clear_in,none
3722,A2R89RXGEVG05I,14,ambiguous,ambiguous,none,clear_in
3723,A2R89RXGEVG05I,29,ambiguous,ambiguous,clear_ex,clear_ex
3724,A2R89RXGEVG05I,25,clear_in,none,ambiguous,clear_in
3725,A2R89RXGEVG05I,17,none,clear_in,ambiguous,clear_ex
3726,A2R89RXGEVG05I,23,none,clear_in,none,clear_in
3727,A2R89RXGEVG05I,2,ambiguous,clear_in,ambiguous,clear_in
3728,A2R89RXGEVG05I,26,none,none,clear_ex,clear_in
3729,A2R89RXGEVG05I,5,clear_in,ambiguous,clear_ex,clear_ex
3730,A2R89RXGEVG05I,19,none,clear_ex,none,clear_in
3731,A2R89RXGEVG05I,28,clear_in,ambiguous,none,none
3732,A2R89RXGEVG05I,30,clear_in,ambiguous,clear_ex,clear_in
3733,A2R89RXGEVG05I,15,clear_ex,clear_in,ambiguous,none
3734,A2R89RXGEVG05I,10,ambiguous,clear_in,clear_ex,none
3735,A2R89RXGEVG05I,20,ambiguous,clear_in,ambiguous,none
3736,A2R89RXGEVG05I,27,ambiguous,clear_ex,none,clear_in
3737,A2R89RXGEVG05I,31,none,clear_ex,none,clear_ex
3738,A2R89RXGEVG05I,3,clear_ex,ambiguous,clear_ex,clear_ex
3739,A2R89RXGEVG05I,4,none,ambiguous,clear_ex,none
3740,A2R89RXGEVG05I,11,none,ambiguous,none,clear_ex
3741,A2R89RXGEVG05I,6,ambiguous,ambiguous,ambiguous,clear_ex
3742,A2R89RXGEVG05I,24,ambiguous,none,clear_ex,clear_ex
3743,A2R89RXGEVG05I,1,none,ambiguous,clear_ex,clear_ex
3744,A2R89RXGEVG05I,12,clear_ex,clear_ex,clear_in,none
3745,A2R89RXGEVG05I,9,clear_in,clear_in,clear_in,clear_ex
3746,A2R89RXGEVG05I,22,ambiguous,clear_in,clear_in,clear_ex
3747,A2R89RXGEVG05I,8,clear_ex,none,ambiguous,clear_in
3748,A2R89RXGEVG05I,13,none,ambiguous,clear_in,clear_in
3749,A2R89RXGEVG05I,7,clear_in,none,none,none
3750,A2R89RXGEVG05I,21,ambiguous,clear_ex,ambiguous,none
3751,A3NMQ3019X6YE0,2,clear_ex,clear_ex,clear_ex,none
3752,A3NMQ3019X6YE0,4,ambiguous,none,clear_ex,none
3753,A3NMQ3019X6YE0,27,ambiguous,none,ambiguous,clear_in
3754,A3NMQ3019X6YE0,6,clear_ex,clear_in,clear_in,none
3755,A3NMQ3019X6YE0,12,clear_in,ambiguous,ambiguous,clear_in
3756,A3NMQ3019X6YE0,21,clear_in,ambiguous,clear_ex,clear_in
3757,A3NMQ3019X6YE0,17,clear_ex,clear_ex,clear_ex,clear_in
3758,A3NMQ3019X6YE0,7,clear_ex,clear_ex,ambiguous,clear_in
3759,A3NMQ3019X6YE0,3,none,clear_in,none,clear_ex
3760,A3NMQ3019X6YE0,22,clear_in,none,ambiguous,none
3761,A3NMQ3019X6YE0,13,none,clear_in,clear_in,clear_in
3762,A3NMQ3019X6YE0,8,ambiguous,ambiguous,clear_in,none
3763,A3NMQ3019X6YE0,1,none,none,ambiguous,clear_ex
3764,A3NMQ3019X6YE0,26,clear_in,clear_ex,clear_in,none
3765,A3NMQ3019X6YE0,11,clear_in,clear_ex,clear_in,clear_in
3766,A3NMQ3019X6YE0,15,ambiguous,clear_ex,ambiguous,clear_in
3767,A3NMQ3019X6YE0,25,clear_ex,none,ambiguous,clear_ex
3768,A3NMQ3019X6YE0,30,none,none,ambiguous,clear_in
3769,A3NMQ3019X6YE0,9,clear_in,none,none,clear_ex
3770,A3NMQ3019X6YE0,23,none,none,clear_ex,clear_in
3771,A3NMQ3019X6YE0,14,clear_in,none,none,none
3772,A3NMQ3019X6YE0,24,ambiguous,clear_in,none,clear_ex
3773,A3NMQ3019X6YE0,16,none,none,clear_in,none
3774,A3NMQ3019X6YE0,28,clear_in,ambiguous,clear_ex,none
3775,A3NMQ3019X6YE0,31,none,ambiguous,clear_in,clear_in
3776,A3NMQ3019X6YE0,5,none,clear_in,ambiguous,clear_ex
3777,A3NMQ3019X6YE0,19,clear_ex,none,none,clear_ex
3778,A3NMQ3019X6YE0,10,ambiguous,none,clear_in,clear_in
3779,A3NMQ3019X6YE0,18,clear_ex,ambiguous,clear_ex,clear_ex
3780,A3NMQ3019X6YE0,29,none,none,ambiguous,none
3781,A3NMQ3019X6YE0,20,none,clear_in,ambiguous,clear_in
3782,AEEL6DE8FQSX6,25,ambiguous,none,clear_in,clear_ex
3783,AEEL6DE8FQSX6,7,clear_in,ambiguous,clear_in,clear_in
3784,AEEL6DE8FQSX6,8,clear_ex,ambiguous,none,clear_in
3785,AEEL6DE8FQSX6,22,clear_ex,clear_ex,clear_ex,clear_in
3786,AEEL6DE8FQSX6,6,ambiguous,clear_in,clear_ex,none
3787,AEEL6DE8FQSX6,29,ambiguous,clear_in,ambiguous,clear_ex
3788,AEEL6DE8FQSX6,11,ambiguous,none,ambiguous,none
3789,AEEL6DE8FQSX6,14,clear_ex,clear_in,ambiguous,clear_in
3790,AEEL6DE8FQSX6,17,ambiguous,clear_ex,clear_in,clear_in
3791,AEEL6DE8FQSX6,13,ambiguous,clear_in,clear_in,none
3792,AEEL6DE8FQSX6,2,clear_ex,clear_in,ambiguous,none
3793,AEEL6DE8FQSX6,12,clear_in,ambiguous,ambiguous,clear_in
3794,AEEL6DE8FQSX6,28,none,none,ambiguous,none
3795,AEEL6DE8FQSX6,16,clear_ex,ambiguous,clear_ex,clear_ex
3796,AEEL6DE8FQSX6,23,clear_in,ambiguous,clear_ex,none
3797,AEEL6DE8FQSX6,4,ambiguous,clear_in,ambiguous,clear_in
3798,AEEL6DE8FQSX6,21,clear_in,none,clear_in,clear_in
3799,AEEL6DE8FQSX6,3,none,clear_ex,clear_in,none
3800,AEEL6DE8FQSX6,24,clear_ex,clear_in,none,clear_in
3801,AEEL6DE8FQSX6,10,none,clear_in,clear_ex,clear_in
3802,AEEL6DE8FQSX6,20,clear_in,none,none,clear_ex
3803,AEEL6DE8FQSX6,15,clear_in,none,clear_ex,clear_in
3804,AEEL6DE8FQSX6,27,none,ambiguous,ambiguous,clear_in
3805,AEEL6DE8FQSX6,9,ambiguous,none,clear_ex,none
3806,AEEL6DE8FQSX6,26,none,ambiguous,none,clear_in
3807,AEEL6DE8FQSX6,18,clear_ex,none,clear_ex,none
3808,AEEL6DE8FQSX6,30,clear_ex,clear_ex,clear_ex,clear_ex
3809,AEEL6DE8FQSX6,19,ambiguous,clear_ex,clear_ex,clear_in
3810,AEEL6DE8FQSX6,31,clear_ex,none,clear_ex,clear_in
3811,AEEL6DE8FQSX6,5,ambiguous,clear_in,clear_in,clear_in
3812,AEEL6DE8FQSX6,1,clear_in,clear_ex,clear_in,clear_ex
3813,A383WPMTMRQEA0,2,clear_ex,clear_ex,clear_in,none
3814,A383WPMTMRQEA0,26,clear_ex,clear_in,ambiguous,clear_in
3815,A383WPMTMRQEA0,8,ambiguous,clear_ex,clear_ex,clear_ex
3816,A383WPMTMRQEA0,16,ambiguous,ambiguous,clear_in,none
3817,A383WPMTMRQEA0,3,ambiguous,ambiguous,ambiguous,clear_in
3818,A383WPMTMRQEA0,14,clear_ex,none,none,none
3819,A383WPMTMRQEA0,7,clear_in,clear_in,clear_in,clear_in
3820,A383WPMTMRQEA0,11,clear_in,ambiguous,ambiguous,clear_in
3821,A383WPMTMRQEA0,23,none,none,ambiguous,none
3822,A383WPMTMRQEA0,4,ambiguous,ambiguous,ambiguous,clear_ex
3823,A383WPMTMRQEA0,22,clear_ex,ambiguous,ambiguous,none
3824,A383WPMTMRQEA0,5,clear_in,none,clear_ex,clear_in
3825,A383WPMTMRQEA0,10,clear_in,clear_in,ambiguous,clear_ex
3826,A383WPMTMRQEA0,21,clear_ex,none,clear_in,clear_in
3827,A383WPMTMRQEA0,29,clear_ex,clear_in,none,clear_in
3828,A383WPMTMRQEA0,9,clear_ex,none,clear_ex,none
3829,A383WPMTMRQEA0,27,clear_ex,none,clear_ex,clear_ex
3830,A383WPMTMRQEA0,28,clear_ex,ambiguous,clear_in,none
3831,A383WPMTMRQEA0,15,clear_ex,ambiguous,ambiguous,clear_ex
3832,A383WPMTMRQEA0,30,none,ambiguous,none,clear_in
3833,A383WPMTMRQEA0,18,ambiguous,ambiguous,none,clear_in
3834,A383WPMTMRQEA0,24,none,none,ambiguous,clear_in
3835,A383WPMTMRQEA0,13,clear_ex,clear_ex,none,clear_ex
3836,A383WPMTMRQEA0,31,none,clear_ex,ambiguous,clear_in
3837,A383WPMTMRQEA0,25,clear_ex,ambiguous,clear_in,clear_in
3838,A383WPMTMRQEA0,20,none,none,none,clear_in
3839,A383WPMTMRQEA0,6,clear_ex,clear_ex,clear_in,clear_ex
3840,A383WPMTMRQEA0,17,ambiguous,none,clear_in,none
3841,A383WPMTMRQEA0,1,clear_in,none,clear_in,clear_in
3842,A383WPMTMRQEA0,12,clear_ex,clear_ex,clear_in,clear_in
3843,A383WPMTMRQEA0,19,clear_in,ambiguous,clear_in,none
3844,A3F51C49T9A34D,24,none,none,clear_in,none
3845,A3F51C49T9A34D,21,none,clear_in,ambiguous,clear_ex
3846,A3F51C49T9A34D,18,clear_in,none,clear_ex,clear_ex
3847,A3F51C49T9A34D,9,ambiguous,clear_in,clear_in,clear_ex
3848,A3F51C49T9A34D,16,clear_ex,none,clear_ex,clear_ex
3849,A3F51C49T9A34D,5,clear_in,clear_ex,ambiguous,none
3850,A3F51C49T9A34D,11,ambiguous,clear_ex,ambiguous,clear_ex
3851,A3F51C49T9A34D,6,none,clear_ex,none,none
3852,A3F51C49T9A34D,13,none,ambiguous,ambiguous,clear_in
3853,A3F51C49T9A34D,7,clear_in,ambiguous,clear_ex,clear_ex
3854,A3F51C49T9A34D,27,none,clear_in,none,none
3855,A3F51C49T9A34D,15,clear_ex,ambiguous,ambiguous,none
3856,A3F51C49T9A34D,28,clear_in,clear_ex,clear_ex,clear_in
3857,A3F51C49T9A34D,25,clear_in,none,clear_ex,clear_in
3858,A3F51C49T9A34D,29,clear_in,clear_in,clear_in,clear_in
3859,A3F51C49T9A34D,3,clear_in,clear_ex,none,clear_ex
3860,A3F51C49T9A34D,8,none,clear_in,clear_in,none
3861,A3F51C49T9A34D,14,ambiguous,ambiguous,clear_ex,clear_in
3862,A3F51C49T9A34D,30,ambiguous,clear_ex,clear_ex,clear_ex
3863,A3F51C49T9A34D,10,none,clear_ex,clear_in,none
3864,A3F51C49T9A34D,4,none,clear_in,ambiguous,none
3865,A3F51C49T9A34D,17,clear_in,ambiguous,clear_in,clear_in
3866,A3F51C49T9A34D,23,clear_ex,clear_in,clear_ex,clear_ex
3867,A3F51C49T9A34D,1,ambiguous,clear_ex,none,none
3868,A3F51C49T9A34D,20,none,ambiguous,clear_in,none
3869,A3F51C49T9A34D,22,ambiguous,ambiguous,ambiguous,clear_in
3870,A3F51C49T9A34D,19,clear_ex,none,none,none
3871,A3F51C49T9A34D,31,none,clear_ex,none,clear_ex
3872,A3F51C49T9A34D,26,ambiguous,clear_ex,clear_in,none
3873,A3F51C49T9A34D,12,ambiguous,ambiguous,clear_in,none
